Unnamed: 0,advice_to_mgmt,company_id,cons,cons_vader,date,employee_status,employee_title,helpful,location,post_index,pros,pros_conflict,pros_fun,pros_identity,pros_vader,rating_balance,rating_career,rating_comp,rating_culture,rating_mgmt,rating_overall,review_title,review_title_vader,whole_review_text,years_at_company,vader_pros,vader_cons,vader_review_title,flair_pros,flair_cons,stress_post,company_name,post_id,state,SEC filings,GICSSector,GICSSubIndustry,Headquarters Location,Date first added,CIK,Founded,Region,Division
343978,,2649_accenture,Long working hours and sometimes working with clients can be challenging.,,Wed Feb 17 2016 12:03:39 GMT+0000 (Greenwich Mean Time),"BI Manager in Washington, DC",,,"Washington, DC",2649.0,This is a good company to work for and start your career. Lots of challenging opportunities available and ability to change your career.,,,,,2.0,3.0,3.0,2.0,3.0,3.0,Good Company,,Good Company. This is a good company to work for and start your career. Lots of challenging opportunities available and ability to change your career.. Long working hours and sometimes working with clients can be challenging.,,0.8126,0.1531,0.4404,0.9905,0.944,0.0,accenture,2649_accenture,DC,reports,Information Technology,IT Consulting & Other Services,"Dublin, Ireland",06/07/2011,1467373.0,1989,South,South Atlantic
40921,,178_kohls,"Such low standards for presentation, and then expect you to organize a department by yourself. It is a huge store with 5 fitting rooms that are not monitored at all, so expect to find the wildest things in there, including people that have chosen to do their bathroom duties in a fitting room stall. There are constantly customers stealing and over abusing the system of discounts and management just eats it right up and conforms to the customers' blatant lying. Management will also abuse their employees to taking extra shifts, working extra hours in the day than scheduled and being horrible about giving breaks. This location is beyond the most disorganized and messiest Kohl's to work at!!",,Sun Nov 03 2019 21:33:30 GMT+0000 (Greenwich Mean Time),Former Employee , Retail Sales Associate,,"North Richland Hills, TX",178.0,Employees discounts are great and can even stack on ongoing discounts together!,,,,,3.0,2.0,1.0,1.0,2.0,2.0,Be prepared to do everybody else's job!!,,"Be prepared to do everybody else's job!!. Employees discounts are great and can even stack on ongoing discounts together!. Such low standards for presentation, and then expect you to organize a department by yourself. It is a huge store with 5 fitting rooms that are not monitored at all, so expect to find the wildest things in there, including people that have chosen to do their bathroom duties in a fitting room stall. There are constantly customers stealing and over abusing the system of discounts and management just eats it right up and conforms to the customers' blatant lying. Management will also abuse their employees to taking extra shifts, working extra hours in the day than scheduled and being horrible about giving breaks. This location is beyond the most disorganized and messiest Kohl's to work at!!",,0.6588,-0.9642,0.3578,0.9887,-1.0,0.0,kohls,178_kohls,TX,reports,Consumer Discretionary,General Merchandise Stores,"Menomonee Falls, Wisconsin",,885639.0,1962,South,West South Central
308977,,11433_atandt,"Long hours, but that's retail. Compensation structure is a little difficult to reach.",,Tue Feb 16 2016 12:54:42 GMT+0000 (Greenwich Mean Time),Current Employee , Retail Sales Consultant,,"Seattle, WA",11433.0,Great benefits. Good people to work with. Pay is decent for the amount of work you do.,,,,,2.0,3.0,4.0,3.0,2.0,3.0,Retail Sales Consultant,,"Retail Sales Consultant. Great benefits. Good people to work with. Pay is decent for the amount of work you do.. Long hours, but that's retail. Compensation structure is a little difficult to reach.",,0.8481,-0.4689,0.0,0.9877,0.8528,0.0,atandt,11433_atandt,WA,,,,,,,,West,Pacific
292445,,18976_homedepot,Salary and raises are not what they used to be. Lack of accountability from management.,,Wed Aug 07 2013 05:23:01 GMT+0100 (British Summer Time),Current Employee , Department Head,,"Howell, NJ",18976.0,Job stability. You really have to be incompetent to be fired from Home Depot.,,,,,3.0,3.0,3.0,3.0,2.0,3.0,It's taken a long time to get to where I'm at.,,It's taken a long time to get to where I'm at.. Job stability. You really have to be incompetent to be fired from Home Depot.. Salary and raises are not what they used to be. Lack of accountability from management.,,-0.7717,-0.3182,0.0,0.9348,-0.9999,0.0,homedepot,18976_homedepot,NJ,reports,Consumer Discretionary,Home Improvement Retail,"Atlanta, Georgia",31/03/1988,354950.0,,Northeast,Middle Atlantic
268147,,3342_accenture,"- The promotion / salary increase process is convoluted and needs re-vamping (but to be fair, this is probably common in consulting). - Staffing / HR has little interest in your career / only care about their KPIs / getting you staffed anywhere. - Travel (traveling every week can get tiring, but being on a local project is not a great situation because you're in consulting without the travel benefits - i.e. points, miles)",,Tue Jul 07 2015 12:35:43 GMT+0100 (British Summer Time),Current Employee , Consultant,,"Atlanta, GA",3342.0,- Great benefits - Work / life balance is typically good (but varies from project to project) - 5+ weeks PTO,,,,,4.0,3.0,3.0,3.0,3.0,4.0,Overall a good place to start your career,,"Overall a good place to start your career. - Great benefits - Work / life balance is typically good (but varies from project to project) - 5+ weeks PTO. - The promotion / salary increase process is convoluted and needs re-vamping (but to be fair, this is probably common in consulting). - Staffing / HR has little interest in your career / only care about their KPIs / getting you staffed anywhere. - Travel (traveling every week can get tiring, but being on a local project is not a great situation because you're in consulting without the travel benefits - i.e. points, miles)",,0.6486,0.6421,0.4404,0.9981,-1.0,0.0,accenture,3342_accenture,GA,reports,Information Technology,IT Consulting & Other Services,"Dublin, Ireland",06/07/2011,1467373.0,1989,South,South Atlantic
358455,,5114_deloitte,"Unapproachable management, unclear goal setting process, unfair assessment process. Management displays lack of ability to set clear expectations.",,Thu Sep 05 2013 12:50:47 GMT+0100 (British Summer Time),Current Employee , Billing Analyst,,"Arlington, VA",5114.0,"Decent pay, good benefits, very flexible.",,,,,3.0,2.0,3.0,4.0,1.0,2.0,"LIke the firm, hate the job",,"LIke the firm, hate the job. Decent pay, good benefits, very flexible.. Unapproachable management, unclear goal setting process, unfair assessment process. Management displays lack of ability to set clear expectations.",,0.7425,-0.3612,-0.296,0.9953,-0.9998,0.0,deloitte,5114_deloitte,VA,,,,,,,,South,South Atlantic
399131,,2314_macys,Shifts. Less PTO options even for full time employees. You have to earn them than getting them a number of them by default.,,Thu Sep 13 2018 04:05:32 GMT+0100 (British Summer Time),Former Employee , Fte Sales Onsultant,,"Madison, WI",2314.0,Good and safe place to start getting work experience.,,,,,3.0,4.0,3.0,5.0,4.0,4.0,Good place to work,,Good place to work. Good and safe place to start getting work experience.. Shifts. Less PTO options even for full time employees. You have to earn them than getting them a number of them by default.,,0.7003,0.0772,0.4404,0.9933,-0.728,0.0,macys,2314_macys,WI,,,,,,,,Midwest,East North Central
397503,,1006_conagrabrands,"ConAgra is still young in terms of a consolidated packaged food company. While that is exciting because we, as current employees, have a great opportunity to help shape the future of the company, at times that inexperience shows. We are looking to become cutting edge and I think we'll get there.",,Tue Jul 12 2011 07:02:59 GMT+0100 (British Summer Time),"Senior Financial Analyst in Omaha, NE",,,"Omaha, NE",1006.0,ConAgra takes talent management seriously. They are extremely focused on developing their people. If you want challenge and opportunity it is here for the taking. Pay and benefits are competitive.,,,,,5.0,4.0,4.5,5.0,,4.0,Poised for growth,,"Poised for growth. ConAgra takes talent management seriously. They are extremely focused on developing their people. If you want challenge and opportunity it is here for the taking. Pay and benefits are competitive.. ConAgra is still young in terms of a consolidated packaged food company. While that is exciting because we, as current employees, have a great opportunity to help shape the future of the company, at times that inexperience shows. We are looking to become cutting edge and I think we'll get there.",,0.8832,0.9062,0.5574,0.9984,0.9644,0.0,conagrabrands,1006_conagrabrands,NE,reports,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",31/08/1983,23217.0,,Midwest,West North Central
389487,,69_cigna,Minimum time before promotion. Not all departments are like mine,,Fri Apr 10 2020 04:55:39 GMT+0100 (British Summer Time),Current Employee , Risk Analyst,,"Chattanooga, TN",69.0,Cigna truly cares about its employees just as much as its members. Good benefits. Good salaries. GREAT management.,,,,,4.0,5.0,4.0,5.0,5.0,5.0,The Career Place,,The Career Place. Cigna truly cares about its employees just as much as its members. Good benefits. Good salaries. GREAT management.. Minimum time before promotion. Not all departments are like mine,,0.9592,0.3612,0.0,0.9869,-0.916,0.0,cigna,69_cigna,TN,reports,Health Care,Managed Health Care,"Bloomfield, Connecticut",30/06/1976,701221.0,,South,East South Central
393987,,877_gap,"Management, lack of work in the off season",,Wed Feb 17 2016 09:58:08 GMT+0000 (Greenwich Mean Time),Current Employee ,,,"Gallatin, TN",877.0,"Discounts at stores, insurance isn't horrible",,,,,,,,,,3.0,Gap Distribution,,"Gap Distribution. Discounts at stores, insurance isn't horrible. Management, lack of work in the off season",,0.431,-0.3182,0.0,0.9913,-0.999,0.0,gap,877_gap,TN,reports,Consumer Discretionary,Apparel Retail,"San Francisco, California",31/08/1986,39911.0,,South,East South Central
436519,,3743_staples,Management lacked information about certain machines in Copy Center. Management would not work around availability. Did not seem to be appreciated.,,Thu Sep 15 2011 16:04:02 GMT+0100 (British Summer Time),"Copy Center Associate in Wilmington, DE",,,"Wilmington, DE",3743.0,Staples Copy Center is a team oriented operation. Working for a reputable business with job security. Provided a decent amount of work hours.,,,,,1.0,2.5,2.5,3.0,,3.0,"Staples Copy Center was a fast paced, team, and deadline driven environment.",,"Staples Copy Center was a fast paced, team, and deadline driven environment.. Staples Copy Center is a team oriented operation. Working for a reputable business with job security. Provided a decent amount of work hours.. Management lacked information about certain machines in Copy Center. Management would not work around availability. Did not seem to be appreciated.",,0.34,0.6597,0.0,0.9995,-0.9999,0.0,staples,3743_staples,DE,,,,,,,,South,South Atlantic
307026,,7619_amazon,You have to work fast and learn fast Time off is difficult due to their points system,,Fri Jul 05 2019 18:16:45 GMT+0100 (British Summer Time),Current Employee , Associate,,"Everett, WA",7619.0,"Pay is very good, 15/hr Lots of people, lots of help",,,,,2.0,4.0,4.0,3.0,3.0,3.0,Good if you can deal with the physical labor,,"Good if you can deal with the physical labor. Pay is very good, 15/hr Lots of people, lots of help. You have to work fast and learn fast Time off is difficult due to their points system",,0.6697,-0.3612,0.4404,0.9805,-0.7696,0.0,amazon,7619_amazon,WA,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",18/11/2005,1018724.0,1994,West,Pacific
